Month,Year,DayOfWeek,Sex,Age,VehicleAge,TipoVehiculo,TipoPoliza,Fault,ClaimAmount,FraudFound_P,Fraude
Jan,1994,Saturday,Female,60,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Jan,1994,Sunday,Male,72,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Jan,1994,Sunday,Male,44,more than 7,Sedan,Liability,Policy Holder,64500,0,Legítimo
Jan,1994,Monday,Male,0,new,Sedan,Liability,Policy Holder,69000,0,Legítimo
Jan,1994,Monday,Female,77,6 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Jan,1994,Tuesday,Male,40,7 years,Sedan,Liability,Third Party,24500,0,Legítimo
Dec,1994,Wednesday,Male,43,7 years,Sedan,Collision,Policy Holder,49500,1,Fraude
Jan,1994,Saturday,Male,33,6 years,Sedan,Collision,Third Party,34500,0,Legítimo
Jan,1994,Tuesday,Male,36,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Dec,1994,Thursday,Male,21,3 years,Sedan,Collision,Third Party,24500,0,Legítimo
Dec,1994,Friday,Female,21,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Dec,1994,Tuesday,Male,33,6 years,Sedan,Collision,Third Party,34500,0,Legítimo
Feb,1994,Saturday,Male,75,7 years,Sedan,All Perils,Policy Holder,69000,0,Legítimo
May,1994,Sunday,Male,34,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Apr,1994,Wednesday,Male,31,5 years,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Apr,1994,Tuesday,Male,31,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Apr,1994,Monday,Male,47,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Dec,1994,Friday,Male,46,more than 7,Sedan,All Perils,Policy Holder,15000,1,Fraude
Dec,1994,Friday,Male,0,new,Sedan,All Perils,Policy Holder,69000,1,Fraude
Oct,1994,Monday,Male,35,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Oct,1994,Tuesday,Male,31,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Mar,1994,Friday,Female,33,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Apr,1994,Wednesday,Male,35,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Mar,1994,Wednesday,Female,45,7 years,Sedan,Liability,Third Party,24500,0,Legítimo
Dec,1994,Friday,Male,0,new,Utility,All Perils,Policy Holder,69000,1,Fraude
May,1994,Thursday,Male,50,more than 7,Utility,All Perils,Policy Holder,69000,0,Legítimo
Jan,1994,Saturday,Male,0,new,Sedan,Collision,Policy Holder,69000,1,Fraude
May,1994,Thursday,Male,42,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Apr,1994,Sunday,Female,32,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Mar,1994,Wednesday,Male,49,more than 7,Sedan,Collision,Third Party,69000,0,Legítimo
Mar,1994,Wednesday,Male,53,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Apr,1994,Thursday,Male,32,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Apr,1994,Wednesday,Male,52,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jun,1994,Tuesday,Male,41,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Jun,1994,Monday,Female,36,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Nov,1994,Friday,Female,46,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Jul,1994,Thursday,Male,32,7 years,Sedan,Collision,Third Party,34500,0,Legítimo
Jun,1994,Friday,Male,32,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Mar,1994,Thursday,Male,31,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Nov,1994,Friday,Male,43,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Nov,1994,Friday,Female,30,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jun,1994,Wednesday,Male,60,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jun,1994,Wednesday,Male,55,more than 7,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Mar,1994,Thursday,Male,27,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Aug,1994,Tuesday,Female,29,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1994,Saturday,Male,25,6 years,Sport,Collision,Policy Holder,69000,0,Legítimo
Apr,1994,Monday,Male,38,7 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Apr,1994,Monday,Male,26,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Feb,1994,Wednesday,Male,56,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Feb,1994,Tuesday,Male,47,more than 7,Sedan,Collision,Third Party,69000,0,Legítimo
Sep,1994,Sunday,Male,29,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Jul,1994,Tuesday,Male,31,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jan,1994,Thursday,Male,46,7 years,Sedan,Liability,Third Party,24500,0,Legítimo
Sep,1994,Monday,Male,60,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Sep,1994,Monday,Male,30,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1994,Tuesday,Male,51,more than 7,Sedan,All Perils,Policy Holder,49500,0,Legítimo
Mar,1994,Friday,Male,80,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Mar,1994,Saturday,Male,0,new,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Nov,1994,Friday,Male,52,more than 7,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Nov,1994,Friday,Male,36,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1994,Thursday,Male,67,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Sep,1994,Sunday,Female,58,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Mar,1994,Wednesday,Female,31,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Mar,1994,Tuesday,Male,50,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
Mar,1994,Tuesday,Male,50,more than 7,Sedan,All Perils,Third Party,34500,0,Legítimo
Mar,1994,Wednesday,Female,55,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Mar,1994,Friday,Male,36,7 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Aug,1994,Tuesday,Male,31,6 years,Sedan,Collision,Policy Holder,69000,0,Legítimo
Sep,1994,Monday,Male,23,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jan,1994,Monday,Male,34,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
May,1994,Saturday,Male,30,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Feb,1994,Friday,Female,45,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Jun,1994,Monday,Male,37,more than 7,Utility,All Perils,Policy Holder,69000,0,Legítimo
Jun,1994,Monday,Female,35,7 years,Sedan,Liability,Third Party,69000,0,Legítimo
Apr,1994,Wednesday,Male,30,5 years,Utility,All Perils,Policy Holder,69000,0,Legítimo
Jan,1994,Monday,Male,50,7 years,Sedan,All Perils,Policy Holder,24500,1,Fraude
May,1994,Saturday,Male,47,more than 7,Sedan,Collision,Third Party,24500,0,Legítimo
Jun,1994,Thursday,Female,26,5 years,Sedan,All Perils,Third Party,15000,0,Legítimo
Jun,1994,Monday,Male,59,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jan,1994,Monday,Male,26,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Mar,1994,Sunday,Male,51,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1994,Tuesday,Male,42,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
May,1994,Friday,Male,37,7 years,Sedan,Liability,Third Party,24500,0,Legítimo
Mar,1994,Saturday,Male,31,6 years,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Mar,1994,Friday,Female,31,4 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jul,1994,Friday,Male,35,6 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jul,1994,Sunday,Female,28,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jul,1994,Tuesday,Male,26,7 years,Sedan,Liability,Policy Holder,49500,0,Legítimo
Aug,1994,Tuesday,Male,31,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Jan,1994,Monday,Male,61,more than 7,Sedan,Collision,Policy Holder,49500,1,Fraude
Feb,1994,Wednesday,Female,35,5 years,Sedan,Liability,Third Party,24500,0,Legítimo
Nov,1994,Sunday,Female,31,4 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Oct,1994,Friday,Male,69,more than 7,Sedan,All Perils,Third Party,64500,0,Legítimo
Oct,1994,Friday,Male,40,7 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Jan,1994,Tuesday,Male,28,new,Sedan,All Perils,Policy Holder,69000,1,Fraude
Jan,1994,Tuesday,Male,44,7 years,Sedan,All Perils,Third Party,64500,0,Legítimo
Feb,1994,Sunday,Male,77,more than 7,Sedan,Collision,Policy Holder,69000,0,Legítimo
Jan,1994,Tuesday,Male,0,new,Sedan,Liability,Policy Holder,69000,0,Legítimo
Feb,1994,Saturday,Male,29,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Jun,1994,Wednesday,Male,53,7 years,Sedan,Liability,Third Party,64500,0,Legítimo
May,1994,Friday,Male,29,6 years,Sedan,Liability,Third Party,24500,0,Legítimo
Oct,1994,Thursday,Male,25,4 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jul,1994,Thursday,Male,22,4 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Apr,1994,Wednesday,Male,28,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1994,Tuesday,Male,22,5 years,Sedan,Collision,Third Party,24500,0,Legítimo
Aug,1994,Tuesday,Male,34,6 years,Sedan,Liability,Third Party,24500,0,Legítimo
Aug,1994,Monday,Male,30,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Mar,1994,Thursday,Male,59,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
Mar,1994,Friday,Male,46,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Mar,1994,Friday,Female,39,7 years,Sedan,Collision,Policy Holder,49500,0,Legítimo
Jun,1994,Thursday,Male,34,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Jan,1994,Wednesday,Male,52,more than 7,Sedan,All Perils,Third Party,69000,0,Legítimo
Dec,1994,Thursday,Male,47,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jul,1994,Sunday,Female,26,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Jan,1994,Wednesday,Male,54,more than 7,Sedan,All Perils,Policy Holder,69000,1,Fraude
Jul,1994,Monday,Male,32,6 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Nov,1994,Thursday,Male,28,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1994,Wednesday,Female,29,6 years,Sedan,Collision,Third Party,34500,1,Fraude
May,1994,Saturday,Male,27,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1994,Friday,Male,36,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Oct,1994,Monday,Male,49,7 years,Utility,All Perils,Policy Holder,69000,0,Legítimo
May,1994,Thursday,Female,33,6 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Sep,1994,Tuesday,Male,60,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1994,Monday,Male,34,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Oct,1994,Friday,Male,32,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Oct,1994,Friday,Male,45,5 years,Sport,Collision,Third Party,69000,0,Legítimo
May,1994,Tuesday,Male,46,more than 7,Sedan,Collision,Policy Holder,49500,0,Legítimo
Nov,1994,Wednesday,Male,38,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Oct,1994,Saturday,Female,33,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Feb,1994,Thursday,Female,44,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Dec,1994,Thursday,Male,80,more than 7,Utility,Collision,Policy Holder,69000,0,Legítimo
Oct,1994,Thursday,Male,44,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Jan,1994,Saturday,Male,33,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jan,1994,Friday,Male,29,6 years,Sedan,All Perils,Third Party,34500,0,Legítimo
Oct,1994,Tuesday,Male,47,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Dec,1994,Thursday,Male,51,more than 7,Sedan,Collision,Third Party,15000,0,Legítimo
Sep,1994,Saturday,Male,43,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Mar,1994,Saturday,Female,29,6 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Dec,1994,Sunday,Male,28,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Feb,1994,Friday,Male,48,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jul,1994,Friday,Male,41,3 years,Sedan,Collision,Policy Holder,69000,0,Legítimo
Jun,1994,Tuesday,Male,28,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Jun,1994,Sunday,Male,50,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Apr,1994,Tuesday,Male,0,new,Sedan,Liability,Policy Holder,69000,0,Legítimo
Apr,1994,Tuesday,Male,46,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Apr,1994,Friday,Male,45,7 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Apr,1994,Thursday,Male,65,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Apr,1994,Tuesday,Male,28,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Feb,1994,Thursday,Male,67,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1994,Saturday,Male,30,5 years,Sedan,Collision,Third Party,24500,0,Legítimo
Jan,1994,Thursday,Male,0,new,Sedan,Collision,Third Party,69000,0,Legítimo
Nov,1994,Saturday,Female,50,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Jul,1994,Tuesday,Male,29,6 years,Sedan,All Perils,Third Party,15000,0,Legítimo
May,1994,Wednesday,Male,39,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Feb,1994,Sunday,Female,47,7 years,Sedan,Collision,Third Party,34500,0,Legítimo
Feb,1994,Saturday,Male,21,5 years,Sedan,Liability,Third Party,24500,0,Legítimo
Feb,1994,Thursday,Female,34,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Nov,1994,Thursday,Male,32,6 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jan,1994,Friday,Female,31,5 years,Sedan,All Perils,Policy Holder,15000,1,Fraude
Nov,1994,Wednesday,Male,29,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jun,1994,Friday,Female,32,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
May,1994,Monday,Male,43,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Mar,1994,Thursday,Male,60,more than 7,Sedan,Liability,Policy Holder,49500,0,Legítimo
Sep,1994,Tuesday,Male,35,6 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Sep,1994,Wednesday,Male,30,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Jan,1994,Monday,Male,42,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jan,1994,Friday,Male,38,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Oct,1994,Monday,Male,46,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Mar,1994,Sunday,Male,28,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Mar,1994,Saturday,Female,73,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Mar,1994,Sunday,Female,25,2 years,Sedan,Collision,Third Party,24500,0,Legítimo
Sep,1994,Tuesday,Male,39,7 years,Sedan,Liability,Policy Holder,49500,0,Legítimo
Jun,1994,Friday,Male,47,more than 7,Sedan,Liability,Policy Holder,49500,0,Legítimo
May,1994,Tuesday,Male,25,5 years,Sedan,Collision,Third Party,24500,0,Legítimo
May,1994,Tuesday,Female,29,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Jan,1994,Friday,Male,37,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Apr,1994,Saturday,Male,52,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Feb,1994,Saturday,Male,26,7 years,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Mar,1994,Friday,Male,64,7 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Mar,1994,Saturday,Male,28,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Mar,1994,Tuesday,Male,50,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Feb,1994,Wednesday,Male,52,more than 7,Utility,All Perils,Policy Holder,69000,0,Legítimo
Feb,1994,Tuesday,Male,30,5 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Feb,1994,Monday,Male,41,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Sep,1994,Friday,Male,51,more than 7,Sedan,Collision,Third Party,49500,0,Legítimo
May,1994,Wednesday,Male,22,5 years,Sedan,Collision,Third Party,24500,0,Legítimo
Apr,1994,Sunday,Male,37,7 years,Sedan,All Perils,Third Party,49500,0,Legítimo
Apr,1994,Saturday,Male,57,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Aug,1994,Wednesday,Male,33,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Oct,1994,Tuesday,Male,55,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Oct,1994,Monday,Female,51,more than 7,Sedan,Collision,Policy Holder,49500,0,Legítimo
Jan,1994,Friday,Male,27,5 years,Sedan,All Perils,Third Party,34500,0,Legítimo
Feb,1994,Thursday,Male,27,6 years,Sedan,Liability,Third Party,34500,0,Legítimo
Jul,1994,Friday,Male,30,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Jun,1994,Wednesday,Male,37,more than 7,Sedan,All Perils,Third Party,49500,0,Legítimo
Jun,1994,Saturday,Male,53,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Jun,1994,Saturday,Male,23,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Jan,1994,Friday,Male,0,new,Sedan,All Perils,Third Party,69000,0,Legítimo
Oct,1994,Monday,Male,45,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jun,1994,Thursday,Male,24,4 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jun,1994,Wednesday,Male,28,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
May,1994,Monday,Male,55,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Mar,1994,Tuesday,Male,0,new,Sedan,All Perils,Third Party,69000,0,Legítimo
Oct,1994,Monday,Male,32,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jun,1994,Sunday,Male,21,5 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Mar,1994,Tuesday,Male,46,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Oct,1994,Thursday,Male,49,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Oct,1994,Wednesday,Male,45,7 years,Sedan,Collision,Policy Holder,15000,0,Legítimo
Oct,1994,Wednesday,Male,45,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1994,Tuesday,Male,48,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Apr,1994,Friday,Male,43,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Apr,1994,Saturday,Male,35,7 years,Sport,Collision,Policy Holder,69000,0,Legítimo
Jan,1994,Saturday,Male,74,more than 7,Sedan,All Perils,Policy Holder,24500,1,Fraude
Mar,1994,Sunday,Male,32,7 years,Sedan,Collision,Third Party,69000,0,Legítimo
Mar,1994,Sunday,Male,24,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Mar,1994,Thursday,Male,30,6 years,Sedan,Liability,Third Party,34500,0,Legítimo
Mar,1994,Tuesday,Male,42,more than 7,Sedan,All Perils,Third Party,15000,0,Legítimo
Jan,1994,Sunday,Male,36,6 years,Sedan,All Perils,Policy Holder,15000,1,Fraude
Jan,1994,Sunday,Male,39,more than 7,Sedan,Liability,Third Party,49500,0,Legítimo
Feb,1994,Saturday,Male,22,3 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Feb,1994,Friday,Female,46,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Feb,1994,Thursday,Male,30,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Feb,1994,Friday,Male,58,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Apr,1994,Saturday,Male,46,7 years,Sedan,Liability,Third Party,24500,0,Legítimo
Apr,1994,Saturday,Male,71,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Feb,1994,Monday,Male,42,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Feb,1994,Thursday,Male,52,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Feb,1994,Tuesday,Male,53,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jan,1994,Monday,Male,58,more than 7,Sedan,Collision,Policy Holder,15000,0,Legítimo
Jan,1994,Thursday,Male,33,7 years,Sedan,All Perils,Third Party,15000,0,Legítimo
Jan,1994,Friday,Male,0,new,Sedan,Liability,Policy Holder,69000,0,Legítimo
Jan,1994,Monday,Male,37,more than 7,Sedan,Liability,Policy Holder,24500,1,Fraude
Feb,1994,Wednesday,Male,53,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Feb,1994,Friday,Female,41,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Feb,1994,Monday,Male,51,more than 7,Sedan,Collision,Policy Holder,15000,0,Legítimo
Feb,1994,Wednesday,Male,41,7 years,Sedan,Collision,Third Party,15000,0,Legítimo
Feb,1994,Saturday,Male,34,5 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Jan,1994,Monday,Male,39,7 years,Sedan,Collision,Policy Holder,49500,1,Fraude
Jan,1994,Thursday,Male,49,more than 7,Sedan,Liability,Policy Holder,49500,0,Legítimo
Feb,1994,Friday,Male,30,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Feb,1994,Saturday,Male,61,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Feb,1994,Wednesday,Male,51,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
Jan,1994,Monday,Male,33,5 years,Sedan,Collision,Policy Holder,24500,1,Fraude
Feb,1994,Sunday,Male,80,more than 7,Sedan,All Perils,Third Party,15000,0,Legítimo
Feb,1994,Saturday,Male,61,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jan,1994,Monday,Male,33,7 years,Sedan,Collision,Policy Holder,24500,1,Fraude
Feb,1994,Monday,Male,31,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Jan,1994,Monday,Male,37,7 years,Sedan,All Perils,Policy Holder,24500,1,Fraude
Feb,1994,Saturday,Male,57,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Feb,1994,Monday,Female,32,6 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Feb,1994,Friday,Male,55,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Jan,1994,Tuesday,Male,0,new,Sedan,All Perils,Policy Holder,69000,1,Fraude
Feb,1994,Tuesday,Male,38,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
